record_id,name,type,size
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP3p.edr,edr,2372
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP3p-FB.cpt,cpt,869876
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP3p-FB.edr,edr,2372
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP3p-FB.gro,gro,2496344
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP3p-FB.top,top,416
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP3p-FB.tpr,tpr,1202832
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP3p-FB.xtc,xtc,914747084
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP3p.gro,gro,2496344
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP3p.top,top,414
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP3p.tpr,tpr,1202848
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP3p.xtc,xtc,2014567164
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP4p2005.cpt,cpt,1019432
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP4p2005.edr,edr,9601732
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP4p2005.gro,gro,2926352
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP4p2005.top,top,368
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP4p2005.tpr,tpr,1402668
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP4p2005.xtc,xtc,2288866076
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP4p-FB.cpt,cpt,1019444
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP4p-FB.edr,edr,2372
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP4p-FB.gro,gro,2926352
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP4p-FB.top,top,365
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP4p-FB.tpr,tpr,1402792
1118980,sim_ECC-POPC_978mM_CaCl-2s_TIP4p-FB.xtc,xtc,1016482680
1118980,sim_ECC-POPC_978mM_NaCl_OPC3.cpt,cpt,867208
1118980,sim_ECC-POPC_978mM_NaCl_OPC3.edr,edr,9601732
1118980,sim_ECC-POPC_978mM_NaCl_OPC3.gro,gro,2488754
1118980,sim_ECC-POPC_978mM_NaCl_OPC3.top,top,419
1118980,sim_ECC-POPC_978mM_NaCl_OPC3.tpr,tpr,1199224
1118980,sim_ECC-POPC_978mM_NaCl_OPC3.xtc,xtc,2006799952
1118980,sim_ECC-POPC_OPC3_noIons-ref_300K.cpt,cpt,874056
1118980,sim_ECC-POPC_OPC3_noIons-ref_300K.edr,edr,9601604
1118980,sim_ECC-POPC_OPC3_noIons-ref_300K.gro,gro,2508350
1118980,sim_ECC-POPC_OPC3_noIons-ref_300K.top,top,421
1118980,sim_ECC-POPC_OPC3_noIons-ref_300K.tpr,tpr,1206504
1118980,sim_ECC-POPC_OPC3_noIons-ref_300K.xtc,xtc,2018076352
1118980,sim_ECC-POPC_OPC3_noIons-ref.cpt,cpt,874044
1118980,sim_ECC-POPC_OPC3_noIons-ref.edr,edr,6401924
1118980,sim_ECC-POPC_OPC3_noIons-ref.gro,gro,2508350
1118980,sim_ECC-POPC_OPC3_noIons-ref.top,top,421
1118980,sim_ECC-POPC_OPC3_noIons-ref.tpr,tpr,1206488
1118980,sim_ECC-POPC_OPC3_noIons-ref.xtc,xtc,1345435480
1118980,sim_ECC-POPC_OPC4_noIons-ref.cpt,cpt,1027632
1118980,sim_ECC-POPC_OPC4_noIons-ref.edr,edr,6401604
1118980,sim_ECC-POPC_OPC4_noIons-ref.gro,gro,2949950
1118980,sim_ECC-POPC_OPC4_noIons-ref.top,top,421
1118980,sim_ECC-POPC_OPC4_noIons-ref.tpr,tpr,1411764
1118980,sim_ECC-POPC_OPC4_noIons-ref.xtc,xtc,1525036648
1118980,sim_ECC-POPC_TIP3p-FB_noIons-ref.cpt,cpt,874052
1118980,sim_ECC-POPC_TIP3p-FB_noIons-ref.edr,edr,9606084
1118980,sim_ECC-POPC_TIP3p-FB_noIons-ref.top,top,418
1118980,sim_ECC-POPC_TIP3p-FB_noIons-ref.tpr,tpr,1206592
1118980,sim_ECC-POPC_TIP3p-FB_noIons-ref.xtc,xtc,2056095044
1118980,sim_ECC-POPC_TIP3p_noIons-ref.cpt,cpt,874052
1118980,sim_ECC-POPC_TIP3p_noIons-ref.edr,edr,9606724
1118980,sim_ECC-POPC_TIP3p_noIons-ref.top,top,416
1118980,sim_ECC-POPC_TIP3p_noIons-ref.tpr,tpr,1206608
1118980,sim_ECC-POPC_TIP3p_noIons-ref.xtc,xtc,2017206404
1118980,sim_ECC-POPC_TIP4p2005_noIons-ref.cpt,cpt,1027644
1118980,sim_ECC-POPC_TIP4p2005_noIons-ref.edr,edr,6401604
1118980,sim_ECC-POPC_TIP4p2005_noIons-ref.gro,gro,2949950
1118980,sim_ECC-POPC_TIP4p2005_noIons-ref.top,top,421
1118980,sim_ECC-POPC_TIP4p2005_noIons-ref.tpr,tpr,1411708
1118980,sim_ECC-POPC_TIP4p2005_noIons-ref.xtc,xtc,1532722932
1118980,sim_ECC-POPC_TIP4p-FB_noIons-ref.cpt,cpt,1027652
1118980,sim_ECC-POPC_TIP4p-FB_noIons-ref.edr,edr,9607044
1118980,sim_ECC-POPC_TIP4p-FB_noIons-ref.top,top,418
1118980,sim_ECC-POPC_TIP4p-FB_noIons-ref.tpr,tpr,1411880
1118980,sim_ECC-POPC_TIP4p-FB_noIons-ref.xtc,xtc,2299365780
1118682,sim_ECC-POPC_cat-surf-20p_SPCE.cpt,cpt,842992
1118682,sim_ECC-POPC_cat-surf-20p_SPCE.dcd,dcd,4208720276
1118682,sim_ECC-POPC_cat-surf-20p_SPCE.edr,edr,6402108
1118682,sim_ECC-POPC_cat-surf-20p_SPCE.gro,gro,2419636
1118682,sim_ECC-POPC_cat-surf-20p_SPCE.top,top,473
1118682,sim_ECC-POPC_cat-surf-20p_SPCE.tpr,tpr,1196568
1118682,sim_ECC-POPC_cat-surf-20p_SPCE.xtc,xtc,1301494316
1118682,sim_ECC-POPC_cat-surf-30p_SPCE.cpt,cpt,879292
1118682,sim_ECC-POPC_cat-surf-30p_SPCE.dcd,dcd,4390160276
1118682,sim_ECC-POPC_cat-surf-30p_SPCE.edr,edr,6402108
1118682,sim_ECC-POPC_cat-surf-30p_SPCE.gro,gro,2523964
1118682,sim_ECC-POPC_cat-surf-30p_SPCE.top,top,472
1118682,sim_ECC-POPC_cat-surf-30p_SPCE.tpr,tpr,1244952
1118682,sim_ECC-POPC_cat-surf-30p_SPCE.xtc,xtc,1358309612
1118682,sim_ECC-POPC_cat-surf-42p_SPCE.cpt,cpt,951856
1118682,sim_ECC-POPC_cat-surf-42p_SPCE.dcd,dcd,4753040276
1118682,sim_ECC-POPC_cat-surf-42p_SPCE.edr,edr,6402108
1118682,sim_ECC-POPC_cat-surf-42p_SPCE.gro,gro,2732620
1118682,sim_ECC-POPC_cat-surf-42p_SPCE.top,top,432
1118682,sim_ECC-POPC_cat-surf-42p_SPCE.tpr,tpr,1341532
1118682,sim_ECC-POPC_cat-surf-42p_SPCE.xtc,xtc,1471925944
1118682,sim_ECC-POPC_cat-surf-50p_SPCE.cpt,cpt,1029792
1118682,sim_ECC-POPC_cat-surf-50p_SPCE.dcd,dcd,5141840276
1118682,sim_ECC-POPC_cat-surf-50p_SPCE.edr,edr,6402108
1118682,sim_ECC-POPC_cat-surf-50p_SPCE.gro,gro,2956180
1118682,sim_ECC-POPC_cat-surf-50p_SPCE.top,top,485
1118682,sim_ECC-POPC_cat-surf-50p_SPCE.tpr,tpr,1445420
1118682,sim_ECC-POPC_cat-surf-50p_SPCE.xtc,xtc,1594189328
1118682,T7H_GMX_cat-surf.itp,itp,80730
1118682,T7H_GMX_ECC_cat-surf.itp,itp,80800
826447,A2-i129.txt.gz,gz,9205802
826447,A2-i131.txt.gz,gz,6693718
826447,A2-i132.txt.gz,gz,12891900
826447,A2-i133.txt.gz,gz,9650001
826447,A2-i134.txt.gz,gz,9374388
826447,A2-i136.txt.gz,gz,6863805
826447,A2-i138.txt.gz,gz,3816536
826447,A2-i139.txt.gz,gz,8524842
826447,A2-i140.txt.gz,gz,7017449
826447,A2-i141.txt.gz,gz,9045366
826447,A3-i101.txt.gz,gz,19035246
826447,A3-i102.txt.gz,gz,10407074
826447,A3-i106.txt.gz,gz,16626152
826447,A3-i107.txt.gz,gz,12699282
826447,A3-i110.txt.gz,gz,13601583
826447,A3-i145.txt.gz,gz,10587308
826447,A3-i150.txt.gz,gz,7414412
826447,A3-i151.txt.gz,gz,7450294
826447,A4-i101.txt.gz,gz,5554904
826447,A4-i102.txt.gz,gz,1320643
826447,A4-i106.txt.gz,gz,1890639
826447,A4-i107.txt.gz,gz,1644798
826447,A4-i110.txt.gz,gz,6071847
826447,A4-i118.txt.gz,gz,4481574
826447,A4-i122.txt.gz,gz,2518370
826447,A4-i124.txt.gz,gz,1757091
826447,A4-i125.txt.gz,gz,1203138
826447,A4-i127.txt.gz,gz,5925357
826447,A4-i128.txt.gz,gz,5826120
826447,A4-i132.txt.gz,gz,4361935
826447,A4-i183.txt.gz,gz,2108436
826447,A4-i184.txt.gz,gz,4227820
826447,A4-i185.txt.gz,gz,4423258
826447,A4-i186.txt.gz,gz,2955776
826447,A4-i188.txt.gz,gz,2643517
826447,A4-i189.txt.gz,gz,9650440
826447,A4-i190.txt.gz,gz,8033685
826447,A4-i191.txt.gz,gz,6713265
826447,A4-i192.txt.gz,gz,12033042
826447,A4-i194.txt.gz,gz,2242656
826447,A4-i195.txt.gz,gz,5664400
826447,A5-S10.txt.gz,gz,706861
826447,A5-S11.txt.gz,gz,8875511
826447,A5-S12.txt.gz,gz,10104583
826447,A5-S13.txt.gz,gz,11557490
826447,A5-S14.txt.gz,gz,5239415
826447,A5-S15.txt.gz,gz,2213143
826447,A5-S16.txt.gz,gz,9673073
826447,A5-S17.txt.gz,gz,13715577
826447,A5-S18.txt.gz,gz,18137076
826447,A5-S19.txt.gz,gz,6991732
826447,A5-S1.txt.gz,gz,1735450
826447,A5-S20.txt.gz,gz,2063174
826447,A5-S21.txt.gz,gz,5694028
826447,A5-S22.txt.gz,gz,815119
826447,A5-S23.txt.gz,gz,2508724
826447,A5-S24.txt.gz,gz,12432358
826447,A5-S2.txt.gz,gz,2419530
826447,A5-S3.txt.gz,gz,1569616
826447,A5-S4.txt.gz,gz,7580677
826447,A5-S5.txt.gz,gz,3031983
826447,A5-S6.txt.gz,gz,2639263
826447,A5-S7.txt.gz,gz,3196686
826447,A5-S8.txt.gz,gz,3886247
826447,A5-S9.txt.gz,gz,435643
826447,A6-I150.txt.gz,gz,8592229
826447,A6-I160.txt.gz,gz,8184662
826447,A6-I200ob.txt.gz,gz,30000992
826447,A6-I201ob.txt.gz,gz,12534233
826447,A6-I202ob.txt.gz,gz,16792338
826447,A6-I204ob.txt.gz,gz,3494577
826447,A6-I205ob.txt.gz,gz,2033118
826447,A6-I206ob.txt.gz,gz,2195486
826447,A6-I207ob.txt.gz,gz,4849726
826447,A6-I208ob.txt.gz,gz,2539631
826447,A6-I210ob.txt.gz,gz,5247660
826447,A6-I211ob.txt.gz,gz,3337652
826447,A6-I214ob.txt.gz,gz,3451347
826447,A6-I215ob.txt.gz,gz,11116928
826447,metadata.txt,txt,3484
259343,md0.edr,edr,1321444
259343,md0.gro,gro,3715157
259343,md0.ndx,ndx,1266654
259343,md0.top,top,282
259343,md0.tpr,tpr,1554624
259343,md0.xtc,xtc,395661140
259343,md10.edr,edr,1321444
259343,md10.gro,gro,3827490
259343,md10.ndx,ndx,1306171
259343,md10.top,top,300
259343,md10.tpr,tpr,1623828
259343,md10.xtc,xtc,411098200
259343,md20.edr,edr,1321444
259343,md20.gro,gro,3970458
259343,md20.ndx,ndx,1356451
259343,md20.top,top,300
259343,md20.tpr,tpr,1681844
259343,md20.xtc,xtc,426772828
259343,md30.edr,edr,1321444
259343,md30.gro,gro,4154274
259343,md30.ndx,ndx,1421096
259343,md30.top,top,300
259343,md30.tpr,tpr,1756436
259343,md30.xtc,xtc,446833904
259343,md.mdp,mdp,1234
821659,PRJNA349143.tar.gz,gz,67615182
1540579,PDBs.tar.gz,gz,1670841204
1144128,README,,836
1144128,TiO2_n24_anatase-0_dt_2fs_t0.pdb,pdb,5881
1144128,TiO2_n24_anatase-0_dt_2fs.xtc,xtc,6568136
1144128,TiO2_n24_anatase-15_dt_2fs_t0.pdb,pdb,9436
1144128,TiO2_n24_anatase-15_dt_2fs.xtc,xtc,8599316
1144128,TiO2_n24_anatase-1_dt_2fs_t0.pdb,pdb,6118
1144128,TiO2_n24_anatase-1_dt_2fs.xtc,xtc,7095468
1144128,TiO2_n24_anatase-30_dt_2fs_t0.pdb,pdb,12991
1144128,TiO2_n24_anatase-30_dt_2fs.xtc,xtc,11010176
1144128,TiO2_n24_anatase-3_dt_2fs_t0.pdb,pdb,6592
1144128,TiO2_n24_anatase-3_dt_2fs.xtc,xtc,6915164
1144128,TiO2_n24_anatase-8_dt_2fs_t0.pdb,pdb,7777
1144128,TiO2_n24_anatase-8_dt_2fs.xtc,xtc,7614512
1144128,TiO2_n24_brookite-0_dt_2fs_t0.pdb,pdb,5864
1144128,TiO2_n24_brookite-0_dt_2fs.xtc,xtc,6363228
1144128,TiO2_n24_brookite-15_dt_2fs_t0.pdb,pdb,9419
1144128,TiO2_n24_brookite-15_dt_2fs.xtc,xtc,8765612
1144128,TiO2_n24_brookite-1_dt_2fs_t0.pdb,pdb,6101
1144128,TiO2_n24_brookite-1_dt_2fs.xtc,xtc,5924932
1144128,TiO2_n24_brookite-30_dt_2fs_t0.pdb,pdb,12974
1144128,TiO2_n24_brookite-30_dt_2fs.xtc,xtc,11117316
1144128,TiO2_n24_brookite-3_dt_2fs_t0.pdb,pdb,6575
1144128,TiO2_n24_brookite-3_dt_2fs.xtc,xtc,6285360
1144128,TiO2_n24_brookite-8_dt_2fs_t0.pdb,pdb,7760
1144128,TiO2_n24_brookite-8_dt_2fs.xtc,xtc,7286856
1144128,TiO2_n24_rutile-0_dt_2fs_t0.pdb,pdb,5865
1144128,TiO2_n24_rutile-0_dt_2fs.xtc,xtc,6204880
1144128,TiO2_n24_rutile-15_dt_2fs_t0.pdb,pdb,9420
1144128,TiO2_n24_rutile-15_dt_2fs.xtc,xtc,8537016
1144128,TiO2_n24_rutile-1_dt_2fs_t0.pdb,pdb,6102
1144128,TiO2_n24_rutile-1_dt_2fs.xtc,xtc,5951532
1144128,TiO2_n24_rutile-30_dt_2fs_t0.pdb,pdb,12975
1144128,TiO2_n24_rutile-30_dt_2fs.xtc,xtc,11025624
1144128,TiO2_n24_rutile-3_dt_2fs_t0.pdb,pdb,6576
1144128,TiO2_n24_rutile-3_dt_2fs.xtc,xtc,6288804
1144128,TiO2_n24_rutile-8_dt_2fs_t0.pdb,pdb,7761
1144128,TiO2_n24_rutile-8_dt_2fs.xtc,xtc,7211108
1487906,lipid17_ff99-ions_298K.cpt,cpt,481624
1487906,lipid17_ff99-ions_298K.gro,gro,1381163
1487906,lipid17_ff99-ions_298K.top,top,310
1487906,lipid17_ff99-ions_298K.tpr,tpr,603380
1487906,lipid17_ff99-ions_298K.xtc,xtc,3652448252
1487906,lipid17_ff99-ions_5PC-1PS-mix_298K.cpt,cpt,490264
1487906,lipid17_ff99-ions_5PC-1PS-mix_298K.gro,gro,1406003
1487906,lipid17_ff99-ions_5PC-1PS-mix_298K.top,top,378
1487906,lipid17_ff99-ions_5PC-1PS-mix_298K.tpr,tpr,650280
1487906,lipid17_ff99-ions_5PC-1PS-mix_298K.xtc,xtc,1578678268
1487906,lipid17_ff99-ions_5PC-1PS-mix_39NaCl_298K.cpt,cpt,483700
1487906,lipid17_ff99-ions_5PC-1PS-mix_39NaCl_298K.gro,gro,1387166
1487906,lipid17_ff99-ions_5PC-1PS-mix_39NaCl_298K.top,top,440
1487906,lipid17_ff99-ions_5PC-1PS-mix_39NaCl_298K.tpr,tpr,643552
1487906,lipid17_ff99-ions_5PC-1PS-mix_39NaCl_298K.xtc,xtc,2396290836
1487761,lipid17_1PC-1PS_mix_SPCE_298K.cpt,cpt,781984
1487761,lipid17_1PC-1PS_mix_SPCE_298K.gro,gro,2244422
1487761,lipid17_1PC-1PS_mix_SPCE_298K_KCl.cpt,cpt,781916
1487761,lipid17_1PC-1PS_mix_SPCE_298K_KCl.gro,gro,2244422
1487761,lipid17_1PC-1PS_mix_SPCE_298K_KCl.top,top,378
1487761,lipid17_1PC-1PS_mix_SPCE_298K_KCl.tpr,tpr,990428
1487761,lipid17_1PC-1PS_mix_SPCE_298K_KCl.xtc,xtc,5952874240
1487761,lipid17_1PC-1PS_mix_SPCE_298K.top,top,380
1487761,lipid17_1PC-1PS_mix_SPCE_298K.tpr,tpr,990428
1487761,lipid17_1PC-1PS_mix_SPCE_298K.xtc,xtc,5949056636
1487761,lipid17_5PC-1PS-mix_05CaCl2_298K.cpt,cpt,487896
1487761,lipid17_5PC-1PS-mix_05CaCl2_298K.gro,gro,1399005
1487761,lipid17_5PC-1PS-mix_05CaCl2_298K.top,top,416
1487761,lipid17_5PC-1PS-mix_05CaCl2_298K.tpr,tpr,649172
1487761,lipid17_5PC-1PS-mix_05CaCl2_298K.xtc,xtc,3700360768
1487761,lipid17_5PC-1PS-mix_08CaCl2_298K.cpt,cpt,488112
1487761,lipid17_5PC-1PS-mix_08CaCl2_298K.gro,gro,1399586
1487761,lipid17_5PC-1PS-mix_08CaCl2_298K.top,top,416
1487761,lipid17_5PC-1PS-mix_08CaCl2_298K.tpr,tpr,649424
1487761,lipid17_5PC-1PS-mix_08CaCl2_298K.xtc,xtc,3702591728
1487761,lipid17_5PC-1PS-mix_13CaCl2_298K.cpt,cpt,488484
1487761,lipid17_5PC-1PS-mix_13CaCl2_298K.gro,gro,1400621
1487761,lipid17_5PC-1PS-mix_13CaCl2_298K.tpr,tpr,649812
1487761,lipid17_5PC-1PS-mix_13CaCl2_298K.xtc,xtc,3613712944
1487761,lipid17_5PC-1PS-mix_174KCl_298K.top,top,425
1487761,lipid17_5PC-1PS-mix_174KCl_298K.tpr,tpr,629348
1487761,lipid17_5PC-1PS-mix_26CaCl2_298K.cpt,cpt,486548
1487761,lipid17_5PC-1PS-mix_26CaCl2_298K.gro,gro,1395239
1487761,lipid17_5PC-1PS-mix_26CaCl2_298K.tpr,tpr,647628
1487761,lipid17_5PC-1PS-mix_26CaCl2_298K.xtc,xtc,3602728332
1487761,lipid17_5PC-1PS-mix_298K.cpt,cpt,490292
1487761,lipid17_5PC-1PS-mix_298K.gro,gro,1406003
1487761,lipid17_5PC-1PS-mix_298K_KCl.cpt,cpt,490356
1487761,lipid17_5PC-1PS-mix_298K_KCl.top,top,377
1487761,lipid17_5PC-1PS-mix_298K_KCl.tpr,tpr,650200
1487761,lipid17_5PC-1PS-mix_298K_KCl.xtc,xtc,3320361864
1487761,lipid17_5PC-1PS-mix_298K.tpr,tpr,650188
1487761,lipid17_5PC-1PS-mix_298K.xtc,xtc,3624602220
1487761,lipid17_5PC-1PS-mix_39CaCl2_298K.cpt,cpt,484648
1487761,lipid17_5PC-1PS-mix_39CaCl2_298K.gro,gro,1389857
1487761,lipid17_5PC-1PS-mix_39CaCl2_298K.top,top,432
1487761,lipid17_5PC-1PS-mix_39CaCl2_298K.tpr,tpr,645468
1487761,lipid17_5PC-1PS-mix_39CaCl2_298K.xtc,xtc,3499682548
1487761,lipid17_pure-POPS_298K.gro,gro,1381163
1487761,lipid17_pure-POPS_298K_KCl.cpt,cpt,481716
1487761,lipid17_pure-POPS_298K_KCl.gro,gro,1381163
1487761,lipid17_pure-POPS_298K_KCl.top,top,306
1487761,lipid17_pure-POPS_298K_KCl.tpr,tpr,603300
1487761,lipid17_pure-POPS_298K_KCl.xtc,xtc,3652489864
1487761,lipid17_pure-POPS_298K.top,top,306
1487761,lipid17_pure-POPS_298K.tpr,tpr,603336
1487761,lipid17_pure-POPS_298K.xtc,xtc,3652498440
1487761,npt_lipid_bilayer.mdp,mdp,3674
1487895,lipid17_5PC-1PS-mix_174KCl_298K.cpt,cpt,470844
1487895,lipid17_5PC-1PS-mix_174KCl_298K.gro,gro,1349906
1487895,lipid17_5PC-1PS-mix_174KCl_298K.top,top,425
1487895,lipid17_5PC-1PS-mix_174KCl_298K.tpr,tpr,629348
1487895,lipid17_5PC-1PS-mix_174KCl_298K.xtc,xtc,3596516500
1487895,lipid17_5PC-1PS-mix_174NaCl_298K.cpt,cpt,470844
1487895,lipid17_5PC-1PS-mix_174NaCl_298K.gro,gro,1349906
1487895,lipid17_5PC-1PS-mix_174NaCl_298K.top,top,425
1487895,lipid17_5PC-1PS-mix_174NaCl_298K.tpr,tpr,628432
1487895,lipid17_5PC-1PS-mix_174NaCl_298K.xtc,xtc,3596476096
1487895,lipid17_5PC-1PS-mix_39KCl_298K.cpt,cpt,483712
1487895,lipid17_5PC-1PS-mix_39KCl_298K.gro,gro,1387166
1487895,lipid17_5PC-1PS-mix_39KCl_298K.top,top,432
1487895,lipid17_5PC-1PS-mix_39KCl_298K.tpr,tpr,644456
1487895,lipid17_5PC-1PS-mix_39KCl_298K.xtc,xtc,3674229680
1487895,lipid17_5PC-1PS-mix_39NaCl_298K.cpt,cpt,483952
1487895,lipid17_5PC-1PS-mix_39NaCl_298K.gro,gro,1387166
1487895,lipid17_5PC-1PS-mix_39NaCl_298K.tpr,tpr,643472
1487895,lipid17_5PC-1PS-mix_39NaCl_298K.xtc,xtc,3674213572
1487895,lipid17_5PC-1PS-mix_92KCl_298K.cpt,cpt,478716
1487895,lipid17_5PC-1PS-mix_92KCl_298K.gro,gro,1372538
1487895,lipid17_5PC-1PS-mix_92KCl_298K.top,top,421
1487895,lipid17_5PC-1PS-mix_92KCl_298K.tpr,tpr,638532
1487895,lipid17_5PC-1PS-mix_92KCl_298K.xtc,xtc,3643693420
1487895,lipid17_5PC-1PS-mix_92NaCl_298K.cpt,cpt,478716
1487895,lipid17_5PC-1PS-mix_92NaCl_298K.gro,gro,1372538
1487895,lipid17_5PC-1PS-mix_92NaCl_298K.top,top,426
1487895,lipid17_5PC-1PS-mix_92NaCl_298K.tpr,tpr,637616
1487895,lipid17_5PC-1PS-mix_92NaCl_298K.xtc,xtc,3643682532
1213125,ac5_atp_fok.zip,zip,754691309
1213125,ac5_atp_golf.zip,zip,2711163123
1213125,ac5_atp.zip,zip,1366303844
1213125,ac5_fok.zip,zip,748877883
1213125,ac5_golf.zip,zip,2640726974
1213125,ac5.zip,zip,1357099416
1488094,ECClipids_10PC-1PS-mix_298K.cpt,cpt,471924
1488094,ECClipids_10PC-1PS-mix_298K.gro,gro,1353011
1488094,ECClipids_10PC-1PS-mix_298K_KCl.cpt,cpt,471924
1488094,ECClipids_10PC-1PS-mix_298K_KCl.gro,gro,1353011
1488094,ECClipids_10PC-1PS-mix_298K_KCl.top,top,381
1488094,ECClipids_10PC-1PS-mix_298K_KCl.tpr,tpr,629476
1488094,ECClipids_10PC-1PS-mix_298K_KCl.xtc,xtc,3530615992
1488094,ECClipids_10PC-1PS-mix_298K.top,top,382
1488094,ECClipids_10PC-1PS-mix_298K.tpr,tpr,629476
1488094,ECClipids_10PC-1PS-mix_298K.xtc,xtc,3529079428
1488094,ECClipids_1PC-1PS_mix_SPCE_298K.cpt,cpt,781980
1488094,ECClipids_1PC-1PS_mix_SPCE_298K.gro,gro,2244422
1488094,ECClipids_1PC-1PS_mix_SPCE_298K_KCl.cpt,cpt,781980
1488094,ECClipids_1PC-1PS_mix_SPCE_298K_KCl.gro,gro,2244422
1488094,ECClipids_1PC-1PS_mix_SPCE_298K_KCl.top,top,384
1488094,ECClipids_1PC-1PS_mix_SPCE_298K_KCl.tpr,tpr,991220
1488094,ECClipids_1PC-1PS_mix_SPCE_298K_KCl.xtc,xtc,5927791400
1488094,ECClipids_1PC-1PS_mix_SPCE_298K.top,top,386
1488094,ECClipids_1PC-1PS_mix_SPCE_298K.tpr,tpr,991220
1488094,ECClipids_1PC-1PS_mix_SPCE_298K.xtc,xtc,6002114512
1488094,ECClipids_4PC-1PS-mix_298K.cpt,cpt,451700
1488094,ECClipids_4PC-1PS-mix_298K.gro,gro,1295051
1488094,ECClipids_4PC-1PS-mix_298K_KCl.cpt,cpt,451764
1488094,ECClipids_4PC-1PS-mix_298K_KCl.gro,gro,1295051
1488094,ECClipids_4PC-1PS-mix_298K_KCl.top,top,381
1488094,ECClipids_4PC-1PS-mix_298K_KCl.tpr,tpr,605956
1488094,ECClipids_4PC-1PS-mix_298K_KCl.xtc,xtc,3374163432
1488094,ECClipids_4PC-1PS-mix_298K.top,top,382
1488094,ECClipids_4PC-1PS-mix_298K.tpr,tpr,605956
1488094,ECClipids_4PC-1PS-mix_298K.xtc,xtc,3372539560
1488094,ECClipids_5PC-1PS-mix_298K.cpt,cpt,490292
1488094,ECClipids_5PC-1PS-mix_298K.gro,gro,1406003
1488094,ECClipids_5PC-1PS-mix_298K_KCl.cpt,cpt,490356
1488094,ECClipids_5PC-1PS-mix_298K_KCl.gro,gro,1406003
1488094,ECClipids_5PC-1PS-mix_298K_KCl.top,top,381
1488094,ECClipids_5PC-1PS-mix_298K_KCl.tpr,tpr,650980
1488094,ECClipids_5PC-1PS-mix_298K_KCl.xtc,xtc,3675220516
1488094,ECClipids_5PC-1PS-mix_298K.top,top,382
1488094,ECClipids_5PC-1PS-mix_298K.tpr,tpr,650980
1488094,ECClipids_5PC-1PS-mix_298K.xtc,xtc,5764423028
1488094,ECClipids_purePOPS_298K.cpt,cpt,481652
1488094,ECClipids_purePOPS_298K.gro,gro,1381163
1488094,ECClipids_purePOPS_298K_KCl.cpt,cpt,481716
1488094,ECClipids_purePOPS_298K_KCl.gro,gro,1381163
1488094,ECClipids_purePOPS_298K_KCl.top,top,313
1488094,ECClipids_purePOPS_298K_KCl.tpr,tpr,604352
1488094,ECClipids_purePOPS_298K_KCl.xtc,xtc,3507463276
1488094,ECClipids_purePOPS_298K.top,top,314
1488094,ECClipids_purePOPS_298K.tpr,tpr,603992
1488094,ECClipids_purePOPS_298K.xtc,xtc,3670357092
1488094,npt_lipid_bilayer.mdp,mdp,3674
1488102,ECClipids_5PC-1PS-mix_05CaCl2_298K.cpt,cpt,487920
1488102,ECClipids_5PC-1PS-mix_05CaCl2_298K.gro,gro,1398965
1488102,ECClipids_5PC-1PS-mix_05CaCl2_298K.top,top,392
1488102,ECClipids_5PC-1PS-mix_05CaCl2_298K.tpr,tpr,649980
1488102,ECClipids_5PC-1PS-mix_05CaCl2_298K.xtc,xtc,3714706464
1488102,ECClipids_5PC-1PS-mix_08CaCl2_298K.cpt,cpt,488112
1488102,ECClipids_5PC-1PS-mix_08CaCl2_298K.gro,gro,1399586
1488102,ECClipids_5PC-1PS-mix_08CaCl2_298K.top,top,392
1488102,ECClipids_5PC-1PS-mix_08CaCl2_298K.tpr,tpr,650232
1488102,ECClipids_5PC-1PS-mix_08CaCl2_298K.xtc,xtc,3716946712
1488102,ECClipids_5PC-1PS-mix_13CaCl2_298K.cpt,cpt,488484
1488102,ECClipids_5PC-1PS-mix_13CaCl2_298K.gro,gro,1400621
1488102,ECClipids_5PC-1PS-mix_13CaCl2_298K.top,top,404
1488102,ECClipids_5PC-1PS-mix_13CaCl2_298K.tpr,tpr,650652
1488102,ECClipids_5PC-1PS-mix_13CaCl2_298K.xtc,xtc,4943270180
1488102,ECClipids_5PC-1PS-mix_26CaCl2_298K.cpt,cpt,486612
1488102,ECClipids_5PC-1PS-mix_26CaCl2_298K.gro,gro,1395239
